"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.63061444293168e-22,2.30565507569302,0.355,0.077,6.64583973778645e-18,"5","PYGL"
3.66405558300987e-22,2.36359895063918,0.997,0.302,6.70705374469956e-18,"5","S100A8"
3.76818900559892e-22,2.0192011172164,0.389,0.093,6.89766997474883e-18,"5","CSTA"
1.38605365868474e-21,2.35309490837759,0.341,0.096,2.53717122222241e-17,"5","NMI"
1.65032208507216e-21,2.04644532584219,0.818,0.186,3.02091457672459e-17,"5","CAMP"
1.86998183921624e-21,2.36836487217796,0.872,0.2,3.42300175668532e-17,"5","MNDA"
4.16939139366254e-21,2.05566434027406,0.403,0.123,7.63207094609928e-17,"5","PTPN12"
4.24815063047514e-21,2.00722497672138,0.27,0.077,7.77623972908474e-17,"5","PHACTR2"
2.11737929137924e-20,2.40928688639077,0.935,0.293,3.87586279286969e-16,"5","SERPINB1"
4.12513025876572e-20,2.01029326610294,0.415,0.149,7.55105093867065e-16,"5","LACTB"
1.84812620364605e-19,2.17846971599739,0.332,0.097,3.38299501577409e-15,"5","EIF2AK2"
1.86948037759384e-19,3.27305800236344,0.307,0.04,3.42208383118552e-15,"5","CCR1"
7.62043384856371e-19,2.09688685274538,0.415,0.1,1.39492041597959e-14,"5","PSTPIP2"
1.69246612446457e-18,2.02776387418678,0.27,0.075,3.0980592408324e-14,"5","LRRK2"
4.34405587791701e-18,2.06258883722905,0.412,0.148,7.95179428452709e-14,"5","SRGN"
7.44870735010811e-17,2.12032794642679,0.261,0.088,1.36348588043729e-12,"5","FGL2"
5.66045493008282e-16,2.41318390563959,0.256,0.07,1.03614627495166e-11,"5","ATP13A3"
9.22004849006295e-16,2.47975750912999,0.531,0.102,1.68772987610602e-11,"5","HBB"
1.82440902167994e-15,2.15866354987617,0.287,0.063,3.33958071418513e-11,"5","DYSF"
5.36975558427512e-15,2.00009729610677,0.358,0.079,9.8293375970156e-11,"5","NFE2"
7.26572326499741e-15,2.60462990594562,0.25,0.046,1.32999064365778e-10,"5","CSF2RA"
5.85240289909022e-14,2.02121952336618,0.423,0.115,1.07128235067846e-09,"5","C5AR1"
9.42829389203949e-14,2.00888782296422,0.276,0.065,1.72584919693783e-09,"5","FHAD1"
7.80822046709394e-12,2.43595320795276,0.259,0.061,1.42929475650155e-07,"5","JAML"
